date,weekday,weather,temperature,is_holiday,ticket_price,event,visitors,high_attendance
2022-05-16,Monday,sunny,27,0,700,0,2686,1
2022-05-17,Tuesday,cloudy,13,1,500,0,2646,1
2022-05-18,Wednesday,snowy,-9,0,700,0,615,0
2022-05-19,Thursday,cloudy,21,0,600,0,1960,0
2022-05-20,Friday,cloudy,11,1,500,0,2494,0
2022-05-21,Saturday,sunny,17,0,700,0,2514,1
2022-05-22,Sunday,rainy,5,1,800,1,3625,1
2022-05-23,Monday,rainy,5,0,500,1,1973,0
2022-05-24,Tuesday,cloudy,13,0,500,0,1646,0
2022-05-25,Wednesday,snowy,-1,0,700,0,857,0
2022-05-26,Thursday,sunny,28,0,500,0,2355,0
2022-05-27,Friday,sunny,29,1,500,0,3173,1
2022-05-28,Saturday,rainy,12,0,600,0,2052,0
2022-05-29,Sunday,rainy,3,0,600,0,2233,0
2022-05-30,Monday,sunny,20,0,600,0,2297,0
2022-05-31,Tuesday,sunny,29,0,600,1,3489,1
2022-06-01,Wednesday,sunny,20,0,800,1,3090,1
2022-06-02,Thursday,sunny,15,0,700,1,3248,1
2022-06-03,Friday,rainy,16,1,800,0,1461,0
2022-06-04,Saturday,cloudy,7,0,600,1,2963,1
2022-06-05,Sunday,sunny,31,0,500,0,3119,1
2022-06-06,Monday,sunny,30,0,800,0,1808,0
2022-06-07,Tuesday,sunny,22,0,500,1,3092,1
2022-06-08,Wednesday,sunny,31,0,700,1,3257,1
2022-06-09,Thursday,cloudy,12,0,500,0,1674,0
2022-06-10,Friday,snowy,-10,0,700,0,224,0
2022-06-11,Saturday,rainy,11,0,800,0,1556,0
2022-06-12,Sunday,sunny,23,1,600,0,4352,1
2022-06-13,Monday,rainy,14,0,500,1,2204,0
2022-06-14,Tuesday,rainy,15,0,500,0,779,0
2022-06-15,Wednesday,rainy,11,0,600,0,1233,0
2022-06-16,Thursday,cloudy,8,0,500,0,1693,0
2022-06-17,Friday,sunny,25,0,700,0,2158,0
2022-06-18,Saturday,sunny,18,0,600,1,3903,1
2022-06-19,Sunday,sunny,28,0,600,0,3127,1
2022-06-20,Monday,sunny,28,0,600,0,2525,1
2022-06-21,Tuesday,sunny,20,1,600,1,3810,1
2022-06-22,Wednesday,cloudy,21,0,500,0,2113,0
2022-06-23,Thursday,rainy,4,0,700,1,2090,0
2022-06-24,Friday,cloudy,12,0,800,1,2633,1
2022-06-25,Saturday,sunny,18,1,600,0,3446,1
2022-06-26,Sunday,snowy,-1,1,500,0,2220,0
2022-06-27,Monday,snowy,-4,0,700,0,756,0
2022-06-28,Tuesday,rainy,6,0,500,0,1445,0
2022-06-29,Wednesday,snowy,3,0,500,0,914,0
2022-06-30,Thursday,cloudy,20,0,700,0,1844,0
2022-07-01,Friday,snowy,-2,0,500,0,1054,0
2022-07-02,Saturday,sunny,23,0,500,0,3429,1
2022-07-03,Sunday,sunny,18,0,800,0,2223,0
2022-07-04,Monday,sunny,20,0,600,0,2571,1
2022-07-05,Tuesday,sunny,15,1,800,0,2793,1
2022-07-06,Wednesday,sunny,21,0,500,0,2290,0
2022-07-07,Thursday,cloudy,5,0,700,0,1745,0
2022-07-08,Friday,rainy,5,0,600,1,1901,0
2022-07-09,Saturday,cloudy,12,0,500,0,2452,0
2022-07-10,Sunday,sunny,17,0,700,1,3749,1
2022-07-11,Monday,rainy,3,0,800,0,443,0
2022-07-12,Tuesday,cloudy,5,1,500,0,2326,0
2022-07-13,Wednesday,sunny,21,0,700,1,3619,1
2022-07-14,Thursday,cloudy,17,0,600,0,1102,0
2022-07-15,Friday,sunny,15,0,700,0,1869,0
2022-07-16,Saturday,sunny,30,0,700,0,2893,1
2022-07-17,Sunday,snowy,-5,1,500,0,2609,1
2022-07-18,Monday,sunny,28,0,500,0,2494,0
2022-07-19,Tuesday,cloudy,8,0,600,0,1679,0
2022-07-20,Wednesday,rainy,9,0,800,0,639,0
2022-07-21,Thursday,rainy,9,0,600,1,1907,0
2022-07-22,Friday,sunny,26,1,700,1,3760,1
2022-07-23,Saturday,sunny,26,0,500,0,3428,1
2022-07-24,Sunday,sunny,31,0,700,1,4051,1
2022-07-25,Monday,cloudy,19,0,700,0,1809,0
2022-07-26,Tuesday,cloudy,14,0,700,0,1825,0
2022-07-27,Wednesday,sunny,17,0,800,1,2865,1
2022-07-28,Thursday,snowy,-4,0,500,0,480,0
2022-07-29,Friday,cloudy,16,0,600,0,1197,0
2022-07-30,Saturday,sunny,15,0,800,0,2245,0
2022-07-31,Sunday,cloudy,5,0,500,0,2217,0
2022-08-01,Monday,cloudy,14,0,700,0,1142,0
2022-08-02,Tuesday,sunny,29,0,700,1,3442,1
2022-08-03,Wednesday,sunny,16,0,700,0,1712,0
2022-08-04,Thursday,rainy,3,0,500,0,853,0
2022-08-05,Friday,cloudy,12,1,500,0,2478,0
2022-08-06,Saturday,cloudy,13,0,700,1,3396,1
2022-08-07,Sunday,cloudy,15,1,500,0,3177,1
2022-08-08,Monday,sunny,20,0,700,0,2212,0
2022-08-09,Tuesday,sunny,28,0,600,1,3340,1
2022-08-10,Wednesday,cloudy,5,0,600,0,1665,0
2022-08-11,Thursday,sunny,21,1,600,0,2853,1
2022-08-12,Friday,sunny,23,0,800,0,2484,0
2022-08-13,Saturday,rainy,13,0,600,0,1604,0
2022-08-14,Sunday,snowy,-3,1,600,0,2417,0
2022-08-15,Monday,rainy,9,1,800,0,1941,0
2022-08-16,Tuesday,rainy,5,0,700,0,1086,0
2022-08-17,Wednesday,sunny,16,1,800,1,3877,1
2022-08-18,Thursday,snowy,4,0,500,0,1345,0
2022-08-19,Friday,sunny,17,0,700,0,2221,0
2022-08-20,Saturday,snowy,-7,0,600,1,2686,1
2022-08-21,Sunday,snowy,-7,0,700,0,1734,0
2022-08-22,Monday,rainy,8,0,800,0,979,0
2022-08-23,Tuesday,snowy,1,0,600,0,850,0
2022-08-24,Wednesday,cloudy,11,0,600,0,1363,0
2022-08-25,Thursday,sunny,26,0,700,0,2494,0
2022-08-26,Friday,cloudy,8,1,500,0,2593,1
2022-08-27,Saturday,cloudy,14,0,700,1,2972,1
2022-08-28,Sunday,sunny,20,1,500,0,4397,1
2022-08-29,Monday,cloudy,18,1,800,0,1955,0
2022-08-30,Tuesday,snowy,-8,1,600,0,1349,0
2022-08-31,Wednesday,sunny,31,0,600,1,3500,1
2022-09-01,Thursday,rainy,13,0,500,0,1051,0
2022-09-02,Friday,snowy,-1,0,600,1,1360,0
2022-09-03,Saturday,snowy,-1,0,600,0,1643,0
2022-09-04,Sunday,snowy,2,0,600,0,1445,0
2022-09-05,Monday,cloudy,14,0,500,0,1757,0
2022-09-06,Tuesday,snowy,-1,0,800,0,382,0
2022-09-07,Wednesday,rainy,5,1,500,0,1859,0
2022-09-08,Thursday,sunny,29,1,700,0,3482,1
2022-09-09,Friday,cloudy,21,0,600,1,2498,0
2022-09-10,Saturday,rainy,13,0,600,0,2110,0
2022-09-11,Sunday,sunny,26,0,500,0,3536,1
2022-09-12,Monday,cloudy,9,1,700,1,3070,1
2022-09-13,Tuesday,cloudy,20,0,600,0,2185,0
2022-09-14,Wednesday,sunny,29,0,500,0,2055,0
2022-09-15,Thursday,cloudy,19,0,500,0,1254,0
2022-09-16,Friday,rainy,13,0,500,0,714,0
2022-09-17,Saturday,cloudy,10,1,500,0,3422,1
2022-09-18,Sunday,sunny,26,0,500,0,3332,1
2022-09-19,Monday,sunny,16,0,500,1,2816,1
2022-09-20,Tuesday,sunny,23,1,700,0,3075,1
2022-09-21,Wednesday,snowy,-7,1,600,1,2023,0
2022-09-22,Thursday,sunny,19,1,600,0,2976,1
2022-09-23,Friday,cloudy,12,0,500,0,1384,0
2022-09-24,Saturday,sunny,24,0,600,1,3887,1
2022-09-25,Sunday,sunny,21,0,600,0,3554,1
2022-09-26,Monday,rainy,8,0,700,1,1905,0
2022-09-27,Tuesday,rainy,16,0,700,0,614,0
2022-09-28,Wednesday,sunny,19,0,600,1,2772,1
2022-09-29,Thursday,cloudy,20,0,600,0,1640,0
2022-09-30,Friday,sunny,29,1,600,0,3353,1
2022-10-01,Saturday,cloudy,9,0,600,0,1987,0
2022-10-02,Sunday,cloudy,7,1,800,1,3923,1
2022-10-03,Monday,sunny,24,0,700,0,2564,1
2022-10-04,Tuesday,sunny,19,0,600,1,2879,1
2022-10-05,Wednesday,sunny,29,0,800,0,1736,0
2022-10-06,Thursday,snowy,-9,0,600,0,888,0
2022-10-07,Friday,snowy,-2,0,600,0,401,0
2022-10-08,Saturday,sunny,22,1,500,0,3884,1
2022-10-09,Sunday,rainy,17,0,600,0,1460,0
2022-10-10,Monday,sunny,16,1,800,0,2301,0
2022-10-11,Tuesday,sunny,22,0,800,1,3033,1
2022-10-12,Wednesday,rainy,9,1,700,0,1768,0
2022-10-13,Thursday,snowy,-3,0,600,0,387,0
2022-10-14,Friday,snowy,-7,0,700,0,569,0
2022-10-15,Saturday,cloudy,22,0,700,1,3803,1
2022-10-16,Sunday,sunny,15,0,600,0,2707,1
2022-10-17,Monday,rainy,6,1,600,0,1930,0
2022-10-18,Tuesday,sunny,29,0,700,0,2069,0
2022-10-19,Wednesday,cloudy,22,0,800,1,2832,1
2022-10-20,Thursday,sunny,26,0,700,1,3682,1
2022-10-21,Friday,cloudy,5,0,500,1,2348,0
2022-10-22,Saturday,sunny,21,0,500,1,4450,1
2022-10-23,Sunday,sunny,15,0,800,0,2793,1
2022-10-24,Monday,snowy,4,0,700,0,962,0
2022-10-25,Tuesday,sunny,21,0,600,0,2351,0
2022-10-26,Wednesday,cloudy,6,0,600,0,1571,0
2022-10-27,Thursday,sunny,21,0,800,0,2139,0
2022-10-28,Friday,sunny,27,1,800,0,2646,1
2022-10-29,Saturday,sunny,19,1,700,0,3497,1
2022-10-30,Sunday,sunny,15,0,500,0,3155,1
2022-10-31,Monday,rainy,3,0,700,0,919,0
2022-11-01,Tuesday,sunny,15,0,500,0,1882,0
2022-11-02,Wednesday,snowy,0,0,800,1,1609,0
2022-11-03,Thursday,cloudy,9,0,500,0,1323,0
2022-11-04,Friday,cloudy,13,1,700,1,3260,1
2022-11-05,Saturday,cloudy,16,0,700,0,2729,1
2022-11-06,Sunday,cloudy,13,0,700,0,2197,0
2022-11-07,Monday,rainy,4,0,600,0,1011,0
2022-11-08,Tuesday,sunny,25,0,500,0,2431,0
2022-11-09,Wednesday,sunny,15,0,700,1,2597,1
2022-11-10,Thursday,rainy,5,0,600,0,655,0
2022-11-11,Friday,snowy,-5,0,600,1,1827,0
2022-11-12,Saturday,rainy,11,0,800,0,1699,0
2022-11-13,Sunday,cloudy,14,1,600,0,2862,1
2022-11-14,Monday,rainy,4,0,700,0,1119,0
2022-11-15,Tuesday,cloudy,11,0,600,0,1529,0
2022-11-16,Wednesday,cloudy,6,0,700,0,1518,0
2022-11-17,Thursday,sunny,20,1,700,0,3065,1
2022-11-18,Friday,cloudy,14,1,700,1,3607,1
2022-11-19,Saturday,sunny,23,0,800,0,3378,1
2022-11-20,Sunday,sunny,22,0,600,0,3138,1
2022-11-21,Monday,rainy,12,0,700,1,1725,0
2022-11-22,Tuesday,sunny,25,0,700,0,2195,0
2022-11-23,Wednesday,sunny,23,0,600,0,2525,1
2022-11-24,Thursday,sunny,23,0,600,0,1993,0
2022-11-25,Friday,snowy,-3,0,800,1,1711,0
2022-11-26,Saturday,cloudy,19,0,500,0,2454,0
2022-11-27,Sunday,cloudy,6,0,600,0,2017,0
2022-11-28,Monday,rainy,10,0,600,1,1698,0
2022-11-29,Tuesday,rainy,3,0,500,1,1704,0
2022-11-30,Wednesday,sunny,23,0,800,0,1945,0
2022-12-01,Thursday,cloudy,13,0,600,1,2725,1
2022-12-02,Friday,rainy,15,0,600,0,1311,0
2022-12-03,Saturday,cloudy,12,0,700,0,2596,1
2022-12-04,Sunday,sunny,19,0,600,0,2843,1
2022-12-05,Monday,rainy,15,0,700,0,733,0
2022-12-06,Tuesday,cloudy,7,0,700,0,1336,0
2022-12-07,Wednesday,sunny,18,0,700,0,1711,0
2022-12-08,Thursday,cloudy,21,0,700,0,1986,0
2022-12-09,Friday,sunny,30,1,500,1,4545,1
2022-12-10,Saturday,sunny,30,0,500,0,3166,1
2022-12-11,Sunday,rainy,11,0,600,0,1934,0
2022-12-12,Monday,sunny,17,0,500,0,1984,0
2022-12-13,Tuesday,cloudy,10,1,600,0,2523,1
2022-12-14,Wednesday,cloudy,5,1,600,1,3021,1
2022-12-15,Thursday,sunny,30,0,600,0,2418,0
2022-12-16,Friday,snowy,4,0,600,0,1064,0
2022-12-17,Saturday,sunny,21,0,600,1,4106,1
2022-12-18,Sunday,sunny,16,1,600,0,3352,1
2022-12-19,Monday,sunny,24,0,500,0,2536,1
2022-12-20,Tuesday,sunny,29,1,700,0,3449,1
2022-12-21,Wednesday,sunny,20,0,700,0,2581,1
2022-12-22,Thursday,rainy,4,0,700,0,960,0
2022-12-23,Friday,snowy,-3,1,800,0,1170,0
2022-12-24,Saturday,sunny,31,0,700,0,3110,1
2022-12-25,Sunday,cloudy,5,1,700,1,4236,1
2022-12-26,Monday,rainy,3,0,500,0,1199,0
2022-12-27,Tuesday,rainy,14,1,500,0,2067,0
2022-12-28,Wednesday,cloudy,8,0,700,0,1141,0
2022-12-29,Thursday,sunny,30,0,500,0,2723,1
2022-12-30,Friday,sunny,22,0,600,0,2568,1
2022-12-31,Saturday,rainy,3,0,500,1,3092,1
2023-01-01,Sunday,rainy,12,0,500,0,2287,0
2023-01-02,Monday,sunny,25,1,700,0,2771,1
2023-01-03,Tuesday,sunny,31,0,600,0,1976,0
2023-01-04,Wednesday,snowy,-2,0,600,0,195,0
2023-01-05,Thursday,rainy,12,1,500,1,3258,1
2023-01-06,Friday,snowy,1,0,700,1,1964,0
2023-01-07,Saturday,rainy,11,0,700,0,1783,0
2023-01-08,Sunday,sunny,21,0,600,1,4535,1
2023-01-09,Monday,cloudy,16,1,700,0,2610,1
2023-01-10,Tuesday,cloudy,19,0,500,0,1414,0
2023-01-11,Wednesday,sunny,22,0,700,1,2976,1
2023-01-12,Thursday,cloudy,21,1,700,0,2738,1
2023-01-13,Friday,rainy,7,0,800,0,580,0
2023-01-14,Saturday,sunny,28,0,500,0,2999,1
2023-01-15,Sunday,rainy,4,0,500,0,2260,0
2023-01-16,Monday,cloudy,20,1,600,0,2356,0
2023-01-17,Tuesday,snowy,2,0,500,1,2031,0
2023-01-18,Wednesday,sunny,31,0,500,0,2747,1
2023-01-19,Thursday,sunny,17,0,600,0,2298,0
2023-01-20,Friday,cloudy,5,0,600,0,1547,0
2023-01-21,Saturday,sunny,18,0,800,0,2206,0
2023-01-22,Sunday,rainy,17,0,500,1,2891,1
2023-01-23,Monday,rainy,14,0,800,1,1691,0
2023-01-24,Tuesday,sunny,24,0,700,1,3179,1
2023-01-25,Wednesday,cloudy,9,0,800,0,1385,0
2023-01-26,Thursday,cloudy,15,0,800,1,2161,0
2023-01-27,Friday,sunny,21,0,700,0,2624,1
2023-01-28,Saturday,snowy,-6,0,700,0,1750,0
2023-01-29,Sunday,rainy,6,0,600,1,2940,1
2023-01-30,Monday,cloudy,16,0,600,0,1126,0
2023-01-31,Tuesday,rainy,5,0,800,0,473,0
2023-02-01,Wednesday,cloudy,19,0,600,1,2333,0
2023-02-02,Thursday,snowy,1,0,500,1,2271,0
2023-02-03,Friday,cloudy,8,0,700,0,1531,0
2023-02-04,Saturday,rainy,16,0,600,1,2673,1
2023-02-05,Sunday,rainy,17,0,700,1,3207,1
2023-02-06,Monday,sunny,26,0,500,1,3127,1
2023-02-07,Tuesday,rainy,4,1,700,0,1957,0
2023-02-08,Wednesday,sunny,31,0,500,0,2606,1
2023-02-09,Thursday,sunny,30,0,800,1,2768,1
2023-02-10,Friday,sunny,25,0,500,0,2148,0
2023-02-11,Saturday,snowy,-9,0,700,0,1117,0
2023-02-12,Sunday,rainy,3,0,500,0,1677,0
2023-02-13,Monday,rainy,3,0,500,0,845,0
2023-02-14,Tuesday,rainy,4,0,500,1,1774,0
2023-02-15,Wednesday,cloudy,17,0,600,0,1563,0
2023-02-16,Thursday,snowy,-6,0,700,0,818,0
2023-02-17,Friday,cloudy,10,0,500,1,2286,0
2023-02-18,Saturday,sunny,15,0,600,0,3161,1
2023-02-19,Sunday,sunny,24,0,500,0,2997,1
2023-02-20,Monday,rainy,7,1,800,0,1915,0
2023-02-21,Tuesday,rainy,14,0,500,0,1276,0
2023-02-22,Wednesday,sunny,15,0,600,1,2541,1
2023-02-23,Thursday,sunny,25,0,700,0,2033,0
2023-02-24,Friday,rainy,10,0,800,0,942,0
2023-02-25,Saturday,sunny,21,0,800,1,3618,1
2023-02-26,Sunday,rainy,4,0,800,0,1941,0
2023-02-27,Monday,snowy,-6,0,500,0,419,0
2023-02-28,Tuesday,cloudy,14,0,700,0,1384,0
2023-03-01,Wednesday,sunny,29,0,700,1,3430,1
2023-03-02,Thursday,rainy,6,0,800,0,419,0
2023-03-03,Friday,rainy,17,0,600,0,983,0
2023-03-04,Saturday,cloudy,19,0,800,0,1938,0
2023-03-05,Sunday,snowy,1,0,600,0,1752,0
2023-03-06,Monday,sunny,22,0,700,1,3505,1
2023-03-07,Tuesday,cloudy,12,0,600,0,1711,0
2023-03-08,Wednesday,rainy,4,0,600,1,1936,0
2023-03-09,Thursday,rainy,16,0,600,0,1185,0
2023-03-10,Friday,sunny,20,0,600,1,3032,1
2023-03-11,Saturday,rainy,7,0,700,1,2671,1
2023-03-12,Sunday,cloudy,6,0,700,0,2016,0
2023-03-13,Monday,sunny,26,0,700,0,2130,0
2023-03-14,Tuesday,sunny,18,0,500,1,3317,1
2023-03-15,Wednesday,rainy,9,1,800,1,2299,0
2023-03-16,Thursday,sunny,27,1,700,0,2808,1
2023-03-17,Friday,sunny,31,1,500,0,3278,1
2023-03-18,Saturday,sunny,30,0,700,1,4294,1
2023-03-19,Sunday,rainy,11,0,500,0,2214,0
2023-03-20,Monday,cloudy,5,0,500,0,1280,0
2023-03-21,Tuesday,rainy,17,1,600,1,2967,1
2023-03-22,Wednesday,sunny,26,0,600,1,3439,1
2023-03-23,Thursday,cloudy,9,0,500,1,2961,1
2023-03-24,Friday,cloudy,22,0,600,0,2247,0
2023-03-25,Saturday,rainy,6,0,800,1,2737,1
2023-03-26,Sunday,snowy,-9,0,600,0,1057,0
2023-03-27,Monday,sunny,18,0,500,0,2124,0
2023-03-28,Tuesday,cloudy,19,0,800,0,1103,0
2023-03-29,Wednesday,sunny,20,1,600,1,4252,1
2023-03-30,Thursday,cloudy,16,0,700,0,1542,0
2023-03-31,Friday,sunny,18,0,500,1,3314,1
2023-04-01,Saturday,sunny,15,0,600,1,3970,1
2023-04-02,Sunday,sunny,29,0,600,0,3004,1
2023-04-03,Monday,cloudy,22,0,800,1,2416,0
2023-04-04,Tuesday,sunny,28,0,600,1,3226,1
2023-04-05,Wednesday,rainy,5,0,600,0,1275,0
2023-04-06,Thursday,cloudy,19,0,800,0,1074,0
2023-04-07,Friday,sunny,19,0,800,0,1729,0
2023-04-08,Saturday,rainy,13,0,500,0,2078,0
2023-04-09,Sunday,sunny,17,0,700,1,3508,1
2023-04-10,Monday,cloudy,11,0,600,0,1466,0
2023-04-11,Tuesday,cloudy,10,0,600,1,2422,0
2023-04-12,Wednesday,sunny,15,0,600,1,3255,1
2023-04-13,Thursday,sunny,21,0,600,0,2177,0
2023-04-14,Friday,sunny,18,0,500,0,2060,0
2023-04-15,Saturday,snowy,1,0,600,0,1540,0
2023-04-16,Sunday,cloudy,22,0,600,0,3016,1
2023-04-17,Monday,cloudy,13,0,500,0,1220,0
2023-04-18,Tuesday,cloudy,8,0,600,0,1724,0
2023-04-19,Wednesday,sunny,15,0,800,0,1549,0
2023-04-20,Thursday,cloudy,13,0,700,0,1608,0
2023-04-21,Friday,rainy,13,0,600,1,2111,0
2023-04-22,Saturday,sunny,29,1,800,0,3774,1
2023-04-23,Sunday,sunny,22,0,600,0,3449,1
2023-04-24,Monday,sunny,29,0,500,0,2672,1
2023-04-25,Tuesday,cloudy,19,1,600,0,2133,0
2023-04-26,Wednesday,snowy,-9,0,500,0,1043,0
2023-04-27,Thursday,sunny,21,0,700,0,2580,1
2023-04-28,Friday,cloudy,22,1,800,0,2750,1
2023-04-29,Saturday,sunny,30,1,600,0,4162,1
2023-04-30,Sunday,snowy,-9,0,600,0,1569,0
2023-05-01,Monday,sunny,18,0,600,0,2240,0
2023-05-02,Tuesday,cloudy,20,0,600,0,1891,0
2023-05-03,Wednesday,rainy,5,0,700,0,1294,0
2023-05-04,Thursday,rainy,10,0,700,0,994,0
2023-05-05,Friday,cloudy,6,0,500,0,1616,0
2023-05-06,Saturday,sunny,17,1,700,1,4730,1
2023-05-07,Sunday,sunny,19,0,500,1,4091,1
2023-05-08,Monday,sunny,16,0,800,1,2761,1
2023-05-09,Tuesday,sunny,16,0,600,0,1641,0
2023-05-10,Wednesday,cloudy,6,0,700,0,1165,0
2023-05-11,Thursday,sunny,28,0,500,0,2156,0
2023-05-12,Friday,sunny,29,0,600,1,3445,1
2023-05-13,Saturday,cloudy,16,0,700,1,3127,1
2023-05-14,Sunday,snowy,0,0,600,0,1081,0
2023-05-15,Monday,cloudy,15,0,800,0,1147,0
2023-05-16,Tuesday,sunny,21,0,600,0,2060,0
2023-05-17,Wednesday,sunny,26,0,800,0,2481,0
2023-05-18,Thursday,snowy,-6,0,800,1,1361,0
2023-05-19,Friday,sunny,16,0,600,0,2125,0
2023-05-20,Saturday,sunny,30,0,600,0,3222,1
2023-05-21,Sunday,cloudy,19,0,700,1,3043,1
2023-05-22,Monday,cloudy,15,1,500,0,2542,1
2023-05-23,Tuesday,cloudy,10,0,800,0,1001,0
2023-05-24,Wednesday,sunny,27,0,600,0,2654,1
2023-05-25,Thursday,sunny,24,0,700,0,2361,0
2023-05-26,Friday,snowy,-3,0,500,0,1076,0
2023-05-27,Saturday,sunny,19,0,700,0,2755,1
2023-05-28,Sunday,cloudy,11,0,600,0,2485,0
2023-05-29,Monday,rainy,13,0,700,0,767,0
2023-05-30,Tuesday,cloudy,18,0,600,0,1403,0
2023-05-31,Wednesday,sunny,30,0,600,1,3476,1
2023-06-01,Thursday,sunny,18,0,800,0,2026,0
2023-06-02,Friday,cloudy,5,0,700,0,1450,0
2023-06-03,Saturday,rainy,8,0,800,0,1349,0
2023-06-04,Sunday,snowy,2,0,600,0,1770,0
2023-06-05,Monday,sunny,29,0,700,0,2205,0
2023-06-06,Tuesday,sunny,28,0,700,1,3149,1
2023-06-07,Wednesday,snowy,-8,0,700,0,578,0
2023-06-08,Thursday,rainy,13,0,500,0,975,0
2023-06-09,Friday,rainy,7,0,600,0,864,0
2023-06-10,Saturday,sunny,18,0,800,1,3514,1
2023-06-11,Sunday,cloudy,17,1,600,1,3839,1
2023-06-12,Monday,rainy,4,0,800,0,744,0
2023-06-13,Tuesday,cloudy,16,0,500,0,1638,0
2023-06-14,Wednesday,cloudy,19,0,800,0,1100,0
2023-06-15,Thursday,sunny,23,0,700,1,3476,1
2023-06-16,Friday,cloudy,8,0,700,0,1285,0
2023-06-17,Saturday,sunny,19,1,600,0,3276,1
2023-06-18,Sunday,cloudy,13,0,800,0,2319,0
2023-06-19,Monday,snowy,2,0,600,0,549,0
2023-06-20,Tuesday,sunny,24,0,700,0,2360,0
2023-06-21,Wednesday,rainy,13,0,500,0,1097,0
2023-06-22,Thursday,sunny,30,0,700,1,3144,1
2023-06-23,Friday,cloudy,17,0,800,0,1230,0
2023-06-24,Saturday,snowy,-7,0,500,0,1251,0
2023-06-25,Sunday,sunny,27,0,700,0,2961,1
2023-06-26,Monday,sunny,22,0,500,0,2240,0
2023-06-27,Tuesday,cloudy,17,0,800,0,971,0
2023-06-28,Wednesday,sunny,29,0,800,1,3110,1
2023-06-29,Thursday,rainy,6,1,600,0,2129,0
2023-06-30,Friday,snowy,-7,0,500,1,1593,0
2023-07-01,Saturday,cloudy,17,0,700,0,2195,0
2023-07-02,Sunday,sunny,19,1,500,0,3533,1
2023-07-03,Monday,cloudy,10,0,600,0,1498,0
2023-07-04,Tuesday,rainy,16,0,600,1,1895,0
2023-07-05,Wednesday,sunny,19,0,600,0,1667,0
2023-07-06,Thursday,cloudy,17,0,500,0,1815,0
2023-07-07,Friday,cloudy,9,0,500,0,1604,0
2023-07-08,Saturday,cloudy,17,0,500,0,2515,1
2023-07-09,Sunday,sunny,22,1,700,0,4200,1
2023-07-10,Monday,rainy,14,0,600,0,1073,0
2023-07-11,Tuesday,sunny,23,0,500,0,2650,1
2023-07-12,Wednesday,sunny,29,0,700,0,2565,1
2023-07-13,Thursday,rainy,12,0,800,0,385,0
2023-07-14,Friday,rainy,8,0,600,1,1565,0
2023-07-15,Saturday,sunny,24,0,700,0,3005,1
2023-07-16,Sunday,sunny,25,0,700,0,3293,1
2023-07-17,Monday,sunny,19,0,500,1,3323,1
2023-07-18,Tuesday,sunny,23,0,600,0,2611,1
2023-07-19,Wednesday,sunny,25,1,600,0,3122,1
2023-07-20,Thursday,sunny,16,0,700,0,1704,0
2023-07-21,Friday,cloudy,10,1,600,0,2006,0
2023-07-22,Saturday,rainy,15,0,800,0,1664,0
2023-07-23,Sunday,cloudy,5,0,700,0,2248,0
2023-07-24,Monday,cloudy,7,0,600,0,1068,0
2023-07-25,Tuesday,sunny,17,1,500,0,2948,1
2023-07-26,Wednesday,snowy,1,0,500,1,1737,0
2023-07-27,Thursday,rainy,16,0,600,0,1117,0
2023-07-28,Friday,rainy,6,0,600,1,2249,0
2023-07-29,Saturday,rainy,16,0,700,0,1492,0
2023-07-30,Sunday,snowy,-1,0,700,0,1353,0
2023-07-31,Monday,cloudy,9,0,500,0,1495,0
2023-08-01,Tuesday,sunny,31,0,600,0,2189,0
2023-08-02,Wednesday,cloudy,19,0,500,0,1565,0
2023-08-03,Thursday,rainy,8,0,600,1,2174,0
2023-08-04,Friday,rainy,16,0,700,0,918,0
2023-08-05,Saturday,cloudy,18,0,600,0,2078,0
2023-08-06,Sunday,sunny,31,0,700,0,3074,1
2023-08-07,Monday,sunny,22,0,800,0,1956,0
2023-08-08,Tuesday,snowy,-3,0,700,0,525,0
2023-08-09,Wednesday,cloudy,13,1,500,0,2087,0
2023-08-10,Thursday,cloudy,15,0,600,0,1265,0
2023-08-11,Friday,sunny,27,0,500,0,2408,0
2023-08-12,Saturday,sunny,27,0,700,0,3280,1
2023-08-13,Sunday,rainy,13,0,700,1,2733,1
2023-08-14,Monday,cloudy,9,0,700,0,1156,0
2023-08-15,Tuesday,rainy,11,0,700,0,1032,0
2023-08-16,Wednesday,cloudy,7,1,700,0,1873,0
2023-08-17,Thursday,cloudy,9,0,800,0,1081,0
2023-08-18,Friday,sunny,22,0,600,1,2943,1
2023-08-19,Saturday,rainy,16,0,800,0,1635,0
2023-08-20,Sunday,cloudy,7,0,700,0,2430,0
2023-08-21,Monday,cloudy,17,0,600,0,1127,0
2023-08-22,Tuesday,cloudy,15,1,800,0,1967,0
2023-08-23,Wednesday,snowy,2,0,800,0,392,0
2023-08-24,Thursday,sunny,22,0,600,1,3626,1
2023-08-25,Friday,rainy,5,0,700,0,1065,0
2023-08-26,Saturday,sunny,24,0,600,0,3011,1
2023-08-27,Sunday,cloudy,22,0,600,1,4148,1
2023-08-28,Monday,sunny,21,0,500,0,2760,1
2023-08-29,Tuesday,sunny,30,0,600,0,2412,0
2023-08-30,Wednesday,cloudy,10,0,600,1,2374,0
2023-08-31,Thursday,sunny,30,0,500,0,2575,1
2023-09-01,Friday,cloudy,20,0,700,1,2671,1
2023-09-02,Saturday,snowy,-4,0,500,0,1685,0
2023-09-03,Sunday,sunny,15,0,500,0,3340,1
2023-09-04,Monday,rainy,10,0,600,0,1004,0
