date,weekday,weather,temperature,is_holiday,ticket_price,event,visitors,high_attendance
2021-04-20,Tuesday,cloudy,16,0,800,0,575,0
2021-04-21,Wednesday,cloudy,10,0,800,1,2531,1
2021-04-22,Thursday,rainy,5,0,800,0,1372,0
2021-04-23,Friday,sunny,5,0,500,0,1811,0
2021-04-24,Saturday,sunny,16,1,600,1,3276,1
2021-04-25,Sunday,cloudy,17,1,800,0,2552,1
2021-04-26,Monday,sunny,5,0,600,1,2360,0
2021-04-27,Tuesday,sunny,10,0,600,0,2168,0
2021-04-28,Wednesday,rainy,9,0,700,1,1492,0
2021-04-29,Thursday,cloudy,15,0,600,1,1683,0
2021-04-30,Friday,sunny,12,0,800,0,1838,0
2021-05-01,Saturday,cloudy,17,1,800,0,1903,0
2021-05-02,Sunday,snowy,9,1,800,1,2288,0
2021-05-03,Monday,sunny,8,0,600,0,2208,0
2021-05-04,Tuesday,sunny,7,0,700,0,2019,0
2021-05-05,Wednesday,sunny,14,0,700,0,1862,0
2021-05-06,Thursday,cloudy,7,0,700,0,1409,0
2021-05-07,Friday,cloudy,10,0,500,0,1270,0
2021-05-08,Saturday,rainy,15,1,500,1,2197,0
2021-05-09,Sunday,sunny,16,1,700,0,3053,1
2021-05-10,Monday,rainy,13,0,700,1,745,0
2021-05-11,Tuesday,cloudy,7,0,500,0,1553,0
2021-05-12,Wednesday,cloudy,6,0,800,1,2350,0
2021-05-13,Thursday,snowy,11,0,800,1,1276,0
2021-05-14,Friday,rainy,5,0,800,0,584,0
2021-05-15,Saturday,cloudy,8,1,500,1,3621,1
2021-05-16,Sunday,sunny,14,1,800,0,3458,1
2021-05-17,Monday,cloudy,5,0,500,0,824,0
2021-05-18,Tuesday,cloudy,8,0,800,1,1862,0
2021-05-19,Wednesday,cloudy,17,0,600,0,942,0
2021-05-20,Thursday,cloudy,17,0,800,0,862,0
2021-05-21,Friday,sunny,14,0,700,0,1168,0
2021-05-22,Saturday,sunny,9,1,600,0,1826,0
2021-05-23,Sunday,rainy,8,1,600,1,2646,1
2021-05-24,Monday,snowy,8,0,500,0,1030,0
2021-05-25,Tuesday,cloudy,9,0,500,0,1173,0
2021-05-26,Wednesday,sunny,9,0,700,1,3104,1
2021-05-27,Thursday,sunny,7,0,600,0,2123,0
2021-05-28,Friday,sunny,16,0,700,0,1392,0
2021-05-29,Saturday,rainy,8,1,700,0,2548,1
2021-05-30,Sunday,cloudy,13,1,800,0,1883,0
2021-05-31,Monday,sunny,5,0,500,0,953,0
2021-06-01,Tuesday,snowy,28,0,600,0,1218,0
2021-06-02,Wednesday,sunny,28,0,700,0,1959,0
2021-06-03,Thursday,sunny,27,0,800,1,2993,1
2021-06-04,Friday,snowy,29,0,800,1,1867,0
2021-06-05,Saturday,sunny,18,1,600,0,3110,1
2021-06-06,Sunday,cloudy,20,1,500,1,3070,1
2021-06-07,Monday,rainy,21,0,700,1,1658,0
2021-06-08,Tuesday,sunny,18,0,500,0,1785,0
2021-06-09,Wednesday,sunny,20,0,700,0,2235,0
2021-06-10,Thursday,sunny,24,0,800,0,1169,0
2021-06-11,Friday,sunny,20,0,600,0,1244,0
2021-06-12,Saturday,cloudy,29,1,600,0,2180,0
2021-06-13,Sunday,snowy,20,1,700,0,1418,0
2021-06-14,Monday,sunny,24,0,700,0,1372,0
2021-06-15,Tuesday,rainy,22,0,500,0,360,0
2021-06-16,Wednesday,rainy,18,0,800,0,899,0
2021-06-17,Thursday,sunny,19,0,600,0,2496,0
2021-06-18,Friday,sunny,28,0,700,0,1896,0
2021-06-19,Saturday,cloudy,19,1,500,1,3730,1
2021-06-20,Sunday,cloudy,18,1,700,1,3681,1
2021-06-21,Monday,rainy,25,0,700,0,144,0
2021-06-22,Tuesday,rainy,25,0,600,0,802,0
2021-06-23,Wednesday,cloudy,18,0,500,0,936,0
2021-06-24,Thursday,sunny,20,0,500,0,1555,0
2021-06-25,Friday,rainy,24,0,800,0,850,0
2021-06-26,Saturday,cloudy,21,1,800,0,2414,0
2021-06-27,Sunday,rainy,21,1,500,1,2643,1
2021-06-28,Monday,sunny,24,0,800,0,2002,0
2021-06-29,Tuesday,rainy,26,0,800,0,1050,0
2021-06-30,Wednesday,cloudy,27,0,600,0,793,0
2021-07-01,Thursday,rainy,25,0,600,0,365,0
2021-07-02,Friday,snowy,29,0,700,1,1199,0
2021-07-03,Saturday,sunny,21,1,600,1,2595,1
2021-07-04,Sunday,sunny,29,1,700,0,2361,0
2021-07-05,Monday,sunny,22,0,700,0,2263,0
2021-07-06,Tuesday,rainy,18,0,800,0,493,0
2021-07-07,Wednesday,rainy,29,0,500,0,1121,0
2021-07-08,Thursday,sunny,26,0,700,0,1261,0
2021-07-09,Friday,sunny,24,0,500,0,1936,0
2021-07-10,Saturday,cloudy,19,1,800,0,2847,1
2021-07-11,Sunday,rainy,23,1,500,0,2783,1
2021-07-12,Monday,sunny,25,0,700,0,1853,0
2021-07-13,Tuesday,snowy,29,0,500,0,684,0
2021-07-14,Wednesday,cloudy,22,0,800,0,548,0
2021-07-15,Thursday,sunny,27,0,500,0,1437,0
2021-07-16,Friday,sunny,22,0,600,0,2064,0
2021-07-17,Saturday,cloudy,26,1,700,0,1995,0
2021-07-18,Sunday,cloudy,25,1,500,0,2316,0
2021-07-19,Monday,cloudy,23,0,500,0,1679,0
2021-07-20,Tuesday,sunny,18,0,800,0,1394,0
2021-07-21,Wednesday,sunny,22,0,500,0,1329,0
2021-07-22,Thursday,sunny,28,0,500,0,2357,0
2021-07-23,Friday,sunny,28,0,800,0,2031,0
2021-07-24,Saturday,cloudy,23,1,700,0,1882,0
2021-07-25,Sunday,snowy,19,1,800,0,2190,0
2021-07-26,Monday,sunny,27,0,800,1,2670,1
2021-07-27,Tuesday,snowy,29,0,600,0,922,0
2021-07-28,Wednesday,cloudy,26,0,600,1,1806,0
2021-07-29,Thursday,sunny,22,0,800,0,2217,0
2021-07-30,Friday,cloudy,18,0,500,1,2340,0
2021-07-31,Saturday,rainy,26,1,700,0,1645,0
2021-08-01,Sunday,sunny,22,1,800,0,2770,1
2021-08-02,Monday,cloudy,23,0,700,0,1235,0
2021-08-03,Tuesday,cloudy,22,0,600,0,1097,0
2021-08-04,Wednesday,rainy,27,0,600,0,0,0
2021-08-05,Thursday,rainy,25,0,800,1,1589,0
2021-08-06,Friday,rainy,28,0,700,0,504,0
2021-08-07,Saturday,snowy,25,1,800,1,2494,0
2021-08-08,Sunday,cloudy,20,1,700,0,2238,0
2021-08-09,Monday,sunny,29,0,700,0,1277,0
2021-08-10,Tuesday,cloudy,28,0,500,1,2175,0
2021-08-11,Wednesday,sunny,27,0,800,0,1720,0
2021-08-12,Thursday,cloudy,28,0,800,0,592,0
2021-08-13,Friday,cloudy,26,0,500,0,1679,0
2021-08-14,Saturday,sunny,28,1,500,0,3258,1
2021-08-15,Sunday,rainy,28,1,600,0,1786,0
2021-08-16,Monday,rainy,27,0,800,0,1416,0
2021-08-17,Tuesday,snowy,18,0,800,0,386,0
2021-08-18,Wednesday,cloudy,21,0,500,0,1217,0
2021-08-19,Thursday,cloudy,21,0,500,0,1614,0
2021-08-20,Friday,cloudy,18,0,600,1,1556,0
2021-08-21,Saturday,sunny,27,1,700,0,2196,0
2021-08-22,Sunday,sunny,25,1,500,0,2561,1
2021-08-23,Monday,sunny,20,0,700,0,1300,0
2021-08-24,Tuesday,snowy,27,0,800,0,630,0
2021-08-25,Wednesday,rainy,21,0,700,0,1212,0
2021-08-26,Thursday,sunny,20,0,800,1,3220,1
2021-08-27,Friday,sunny,27,0,700,1,2651,1
2021-08-28,Saturday,rainy,21,1,600,0,1216,0
2021-08-29,Sunday,cloudy,18,1,700,0,2105,0
2021-08-30,Monday,snowy,22,0,600,0,946,0
2021-08-31,Tuesday,sunny,26,0,600,0,2224,0
2021-09-01,Wednesday,cloudy,7,0,600,0,1343,0
2021-09-02,Thursday,sunny,8,0,700,0,1646,0
2021-09-03,Friday,sunny,13,0,800,1,2070,0
2021-09-04,Saturday,sunny,10,1,800,1,3045,1
2021-09-05,Sunday,cloudy,5,1,800,0,2338,0
2021-09-06,Monday,sunny,6,0,700,0,2255,0
2021-09-07,Tuesday,sunny,13,0,500,0,1345,0
2021-09-08,Wednesday,rainy,9,0,500,0,1298,0
2021-09-09,Thursday,sunny,5,0,500,0,2120,0
2021-09-10,Friday,sunny,11,0,700,1,3089,1
2021-09-11,Saturday,rainy,13,1,500,0,2084,0
2021-09-12,Sunday,sunny,10,1,800,1,2917,1
2021-09-13,Monday,snowy,5,0,500,0,1392,0
2021-09-14,Tuesday,sunny,8,0,600,0,1260,0
2021-09-15,Wednesday,sunny,14,0,500,1,2481,0
2021-09-16,Thursday,sunny,5,0,500,0,1713,0
2021-09-17,Friday,snowy,7,0,700,0,1148,0
2021-09-18,Saturday,rainy,8,1,700,0,2312,0
2021-09-19,Sunday,rainy,13,1,500,0,2153,0
2021-09-20,Monday,rainy,11,0,700,0,336,0
2021-09-21,Tuesday,sunny,5,0,500,0,1412,0
2021-09-22,Wednesday,cloudy,10,0,500,0,1345,0
2021-09-23,Thursday,cloudy,12,0,700,0,549,0
2021-09-24,Friday,cloudy,7,0,600,0,1058,0
2021-09-25,Saturday,sunny,5,1,500,0,2694,1
2021-09-26,Sunday,sunny,7,1,800,0,2690,1
2021-09-27,Monday,sunny,14,0,500,1,2758,1
2021-09-28,Tuesday,snowy,6,0,600,0,528,0
2021-09-29,Wednesday,sunny,8,0,500,0,2609,1
2021-09-30,Thursday,sunny,14,0,600,0,1520,0
2021-10-01,Friday,sunny,14,0,600,1,2241,0
2021-10-02,Saturday,sunny,13,1,600,0,2979,1
2021-10-03,Sunday,cloudy,9,1,600,0,3075,1
2021-10-04,Monday,cloudy,13,0,500,0,1244,0
2021-10-05,Tuesday,cloudy,6,0,500,0,1094,0
2021-10-06,Wednesday,sunny,14,0,500,1,2767,1
2021-10-07,Thursday,cloudy,6,0,600,0,783,0
2021-10-08,Friday,cloudy,8,0,700,0,1687,0
2021-10-09,Saturday,snowy,14,1,800,0,1247,0
2021-10-10,Sunday,cloudy,10,1,500,0,1942,0
2021-10-11,Monday,sunny,9,0,700,1,2579,1
2021-10-12,Tuesday,cloudy,13,0,700,0,1771,0
2021-10-13,Wednesday,sunny,13,0,500,0,1503,0
2021-10-14,Thursday,sunny,5,0,500,1,3309,1
2021-10-15,Friday,sunny,6,0,800,0,2058,0
2021-10-16,Saturday,cloudy,6,1,600,1,2775,1
2021-10-17,Sunday,snowy,12,1,600,0,2234,0
2021-10-18,Monday,sunny,14,0,500,1,2351,0
2021-10-19,Tuesday,rainy,5,0,600,1,1625,0
2021-10-20,Wednesday,rainy,10,0,600,0,1469,0
2021-10-21,Thursday,snowy,6,0,600,0,673,0
2021-10-22,Friday,cloudy,8,0,600,0,1374,0
2021-10-23,Saturday,cloudy,8,1,800,0,2024,0
2021-10-24,Sunday,cloudy,6,1,500,0,2601,1
2021-10-25,Monday,sunny,9,0,500,0,1061,0
2021-10-26,Tuesday,rainy,8,0,700,0,240,0
2021-10-27,Wednesday,sunny,12,0,600,0,1136,0
2021-10-28,Thursday,sunny,8,0,800,0,1909,0
2021-10-29,Friday,snowy,8,0,600,0,319,0
2021-10-30,Saturday,sunny,5,1,500,1,3721,1
2021-10-31,Sunday,sunny,10,1,500,0,2509,1
2021-11-01,Monday,cloudy,13,0,700,0,1762,0
2021-11-02,Tuesday,cloudy,8,0,700,0,1568,0
2021-11-03,Wednesday,sunny,12,0,500,0,1462,0
2021-11-04,Thursday,sunny,10,0,500,0,1671,0
2021-11-05,Friday,rainy,7,0,600,0,1205,0
2021-11-06,Saturday,sunny,13,1,600,0,2629,1
2021-11-07,Sunday,sunny,7,1,600,0,3157,1
2021-11-08,Monday,snowy,13,0,700,0,124,0
2021-11-09,Tuesday,cloudy,14,0,500,0,640,0
2021-11-10,Wednesday,rainy,6,0,500,0,457,0
2021-11-11,Thursday,cloudy,11,0,800,1,1086,0
2021-11-12,Friday,sunny,14,0,500,0,1718,0
2021-11-13,Saturday,cloudy,5,1,600,0,2214,0
2021-11-14,Sunday,cloudy,9,1,700,0,2391,0
2021-11-15,Monday,rainy,13,0,800,0,1331,0
2021-11-16,Tuesday,rainy,7,0,800,0,1317,0
2021-11-17,Wednesday,cloudy,7,0,600,0,1398,0
2021-11-18,Thursday,sunny,13,0,800,0,1742,0
2021-11-19,Friday,sunny,12,0,600,0,1734,0
2021-11-20,Saturday,rainy,8,1,500,1,2203,0
2021-11-21,Sunday,sunny,14,1,500,0,2400,0
2021-11-22,Monday,sunny,11,0,600,0,1763,0
2021-11-23,Tuesday,sunny,6,0,600,1,3221,1
2021-11-24,Wednesday,rainy,12,0,700,0,1259,0
2021-11-25,Thursday,cloudy,9,0,800,0,1306,0
2021-11-26,Friday,cloudy,8,0,500,0,1734,0
2021-11-27,Saturday,cloudy,11,1,800,0,1860,0
2021-11-28,Sunday,snowy,11,1,700,0,1862,0
2021-11-29,Monday,cloudy,14,0,800,0,1792,0
2021-11-30,Tuesday,rainy,12,0,800,0,1127,0
2021-12-01,Wednesday,sunny,3,0,600,1,2199,0
2021-12-02,Thursday,cloudy,-1,0,600,0,870,0
2021-12-03,Friday,rainy,-9,0,600,0,622,0
2021-12-04,Saturday,cloudy,4,1,700,1,3133,1
2021-12-05,Sunday,cloudy,1,1,500,0,2911,1
2021-12-06,Monday,sunny,-6,0,700,1,2864,1
2021-12-07,Tuesday,sunny,1,0,800,0,1907,0
2021-12-08,Wednesday,sunny,-6,0,800,0,1746,0
2021-12-09,Thursday,rainy,-5,0,500,1,1227,0
2021-12-10,Friday,rainy,-9,0,800,0,1125,0
2021-12-11,Saturday,sunny,0,1,800,1,4323,1
2021-12-12,Sunday,cloudy,-8,1,500,0,2204,0
2021-12-13,Monday,sunny,2,0,500,1,2763,1
2021-12-14,Tuesday,cloudy,-8,0,600,0,961,0
2021-12-15,Wednesday,snowy,-10,0,800,0,251,0
2021-12-16,Thursday,cloudy,-8,0,700,0,1648,0
2021-12-17,Friday,cloudy,-2,0,800,1,1400,0
2021-12-18,Saturday,cloudy,-1,1,500,0,2546,1
2021-12-19,Sunday,cloudy,-3,1,700,1,3123,1
2021-12-20,Monday,sunny,-8,0,500,1,3072,1
2021-12-21,Tuesday,snowy,3,0,700,1,741,0
2021-12-22,Wednesday,cloudy,-9,0,800,1,1920,0
2021-12-23,Thursday,sunny,0,0,700,1,3025,1
2021-12-24,Friday,rainy,-10,0,700,0,492,0
2021-12-25,Saturday,cloudy,-10,1,500,1,2618,1
2021-12-26,Sunday,sunny,4,1,800,0,2417,0
2021-12-27,Monday,cloudy,-3,0,600,0,1472,0
2021-12-28,Tuesday,cloudy,-10,0,600,0,1375,0
2021-12-29,Wednesday,sunny,-5,0,800,0,1434,0
2021-12-30,Thursday,rainy,3,0,600,0,1231,0
2021-12-31,Friday,snowy,-3,0,800,0,1451,0
2022-01-01,Saturday,rainy,-2,1,700,0,2483,0
2022-01-02,Sunday,cloudy,-2,1,800,1,3682,1
2022-01-03,Monday,sunny,-4,0,500,1,2656,1
2022-01-04,Tuesday,sunny,3,0,700,0,2257,0
2022-01-05,Wednesday,sunny,0,0,800,0,2090,0
2022-01-06,Thursday,cloudy,-7,0,700,1,1878,0
2022-01-07,Friday,sunny,-4,0,800,0,1083,0
2022-01-08,Saturday,sunny,1,1,600,0,3003,1
2022-01-09,Sunday,sunny,-6,1,600,1,4130,1
2022-01-10,Monday,snowy,-3,0,700,0,0,0
2022-01-11,Tuesday,rainy,3,0,800,0,6,0
2022-01-12,Wednesday,rainy,3,0,800,0,1120,0
2022-01-13,Thursday,cloudy,-10,0,500,0,1490,0
2022-01-14,Friday,sunny,-4,0,600,0,1113,0
2022-01-15,Saturday,cloudy,-8,1,800,0,1575,0
2022-01-16,Sunday,sunny,-4,1,700,0,2986,1
2022-01-17,Monday,sunny,0,0,500,0,1446,0
2022-01-18,Tuesday,cloudy,-5,0,700,0,1260,0
2022-01-19,Wednesday,rainy,-9,0,800,0,142,0
2022-01-20,Thursday,cloudy,-3,0,500,1,2641,1
2022-01-21,Friday,cloudy,-2,0,800,0,809,0
2022-01-22,Saturday,sunny,-4,1,800,0,3385,1
2022-01-23,Sunday,cloudy,1,1,500,0,3217,1
2022-01-24,Monday,rainy,-5,0,800,1,1336,0
2022-01-25,Tuesday,sunny,-5,0,600,0,2091,0
2022-01-26,Wednesday,rainy,1,0,500,0,394,0
2022-01-27,Thursday,sunny,-7,0,500,0,1681,0
2022-01-28,Friday,sunny,-5,0,800,0,1713,0
2022-01-29,Saturday,sunny,-10,1,600,0,2739,1
2022-01-30,Sunday,sunny,0,1,500,1,3889,1
2022-01-31,Monday,rainy,2,0,700,0,0,0
2022-02-01,Tuesday,rainy,-4,0,600,0,927,0
2022-02-02,Wednesday,snowy,-9,0,500,0,910,0
2022-02-03,Thursday,sunny,-6,0,800,0,2201,0
2022-02-04,Friday,cloudy,-2,0,800,0,978,0
2022-02-05,Saturday,sunny,-7,1,600,0,2821,1
2022-02-06,Sunday,sunny,-8,1,700,0,3726,1
2022-02-07,Monday,rainy,3,0,500,0,217,0
2022-02-08,Tuesday,sunny,-10,0,700,1,2934,1
2022-02-09,Wednesday,sunny,-10,0,500,0,1955,0
2022-02-10,Thursday,snowy,-5,0,600,0,601,0
2022-02-11,Friday,cloudy,-3,0,500,0,638,0
2022-02-12,Saturday,sunny,-6,1,700,0,2542,1
2022-02-13,Sunday,cloudy,-3,1,600,0,2634,1
2022-02-14,Monday,rainy,-7,0,600,0,89,0
2022-02-15,Tuesday,sunny,-10,0,500,0,1992,0
2022-02-16,Wednesday,rainy,1,0,700,0,711,0
2022-02-17,Thursday,sunny,-3,0,500,1,3107,1
2022-02-18,Friday,snowy,1,0,700,0,1028,0
2022-02-19,Saturday,cloudy,-3,1,700,1,3324,1
2022-02-20,Sunday,sunny,3,1,600,0,2783,1
2022-02-21,Monday,sunny,-3,0,500,0,1375,0
2022-02-22,Tuesday,sunny,1,0,500,0,1311,0
2022-02-23,Wednesday,sunny,1,0,700,0,1349,0
2022-02-24,Thursday,sunny,-2,0,600,0,1380,0
2022-02-25,Friday,rainy,-6,0,600,0,890,0
2022-02-26,Saturday,cloudy,-1,1,600,0,2475,0
2022-02-27,Sunday,cloudy,-3,1,500,0,1893,0
2022-02-28,Monday,sunny,1,0,700,0,1419,0
2022-03-01,Tuesday,sunny,7,0,600,0,1542,0
2022-03-02,Wednesday,sunny,13,0,800,0,1504,0
2022-03-03,Thursday,rainy,9,0,600,0,574,0
2022-03-04,Friday,sunny,17,0,600,0,1954,0
2022-03-05,Saturday,cloudy,5,1,800,0,2007,0
2022-03-06,Sunday,cloudy,16,1,700,0,2534,1
2022-03-07,Monday,sunny,16,0,600,0,1908,0
2022-03-08,Tuesday,sunny,8,0,500,0,1628,0
2022-03-09,Wednesday,snowy,5,0,500,0,568,0
2022-03-10,Thursday,rainy,5,0,600,0,1524,0
2022-03-11,Friday,sunny,5,0,500,0,1621,0
2022-03-12,Saturday,cloudy,17,1,600,0,2533,1
2022-03-13,Sunday,rainy,10,1,500,0,1496,0
2022-03-14,Monday,sunny,9,0,600,0,1422,0
2022-03-15,Tuesday,cloudy,9,0,600,0,1209,0
2022-03-16,Wednesday,cloudy,6,0,600,0,1772,0
2022-03-17,Thursday,rainy,17,0,700,0,788,0
2022-03-18,Friday,cloudy,15,0,700,0,918,0
2022-03-19,Saturday,sunny,8,1,700,0,2290,0
2022-03-20,Sunday,cloudy,11,1,700,1,3016,1
2022-03-21,Monday,cloudy,14,0,800,0,1379,0
2022-03-22,Tuesday,sunny,8,0,800,0,1720,0
2022-03-23,Wednesday,sunny,14,0,800,0,2303,0
2022-03-24,Thursday,sunny,12,0,800,1,2144,0
2022-03-25,Friday,sunny,12,0,700,1,1896,0
2022-03-26,Saturday,cloudy,7,1,600,0,2053,0
2022-03-27,Sunday,rainy,11,1,800,0,1382,0
2022-03-28,Monday,sunny,12,0,600,0,1422,0
2022-03-29,Tuesday,rainy,10,0,800,0,451,0
2022-03-30,Wednesday,sunny,8,0,600,0,1351,0
2022-03-31,Thursday,sunny,5,0,800,1,3066,1
2022-04-01,Friday,rainy,10,0,500,0,792,0
2022-04-02,Saturday,cloudy,14,1,700,1,2642,1
2022-04-03,Sunday,cloudy,5,1,700,1,2619,1
2022-04-04,Monday,sunny,8,0,800,1,2063,0
2022-04-05,Tuesday,cloudy,13,0,600,1,2509,1
2022-04-06,Wednesday,sunny,11,0,700,0,962,0
2022-04-07,Thursday,sunny,7,0,700,0,1417,0
2022-04-08,Friday,snowy,11,0,500,0,226,0
2022-04-09,Saturday,sunny,6,1,600,0,3052,1
2022-04-10,Sunday,rainy,15,1,600,1,2755,1
2022-04-11,Monday,sunny,14,0,800,0,2271,0
2022-04-12,Tuesday,sunny,15,0,700,0,2660,1
2022-04-13,Wednesday,sunny,16,0,500,1,1630,0
2022-04-14,Thursday,sunny,8,0,500,0,1063,0
2022-04-15,Friday,rainy,11,0,800,0,902,0
2022-04-16,Saturday,rainy,17,1,500,0,1228,0
2022-04-17,Sunday,cloudy,17,1,600,0,1390,0
2022-04-18,Monday,snowy,17,0,800,0,967,0
2022-04-19,Tuesday,cloudy,6,0,500,1,2097,0
2022-04-20,Wednesday,sunny,6,0,500,0,1553,0
2022-04-21,Thursday,sunny,8,0,500,0,1496,0
2022-04-22,Friday,cloudy,13,0,800,0,887,0
2022-04-23,Saturday,sunny,9,1,800,0,2664,1
2022-04-24,Sunday,snowy,14,1,700,1,2840,1
2022-04-25,Monday,cloudy,13,0,500,1,2491,0
2022-04-26,Tuesday,cloudy,8,0,600,0,815,0
2022-04-27,Wednesday,cloudy,11,0,500,0,1611,0
2022-04-28,Thursday,rainy,11,0,500,0,210,0
2022-04-29,Friday,sunny,5,0,700,1,2358,0
2022-04-30,Saturday,rainy,6,1,600,1,3047,1
2022-05-01,Sunday,sunny,15,1,500,0,2364,0
2022-05-02,Monday,cloudy,6,0,800,0,1619,0
2022-05-03,Tuesday,sunny,16,0,600,0,2004,0
2022-05-04,Wednesday,cloudy,9,0,600,0,684,0
2022-05-05,Thursday,rainy,15,0,700,0,302,0
2022-05-06,Friday,cloudy,6,0,800,0,1087,0
2022-05-07,Saturday,sunny,14,1,800,1,3461,1
2022-05-08,Sunday,cloudy,16,1,800,0,2507,1
2022-05-09,Monday,cloudy,6,0,500,1,1767,0
2022-05-10,Tuesday,sunny,11,0,800,0,1548,0
2022-05-11,Wednesday,rainy,10,0,800,1,2278,0
2022-05-12,Thursday,cloudy,8,0,800,0,1440,0
2022-05-13,Friday,cloudy,6,0,600,0,979,0
2022-05-14,Saturday,rainy,15,1,500,0,2420,0
2022-05-15,Sunday,cloudy,10,1,800,0,2802,1
2022-05-16,Monday,cloudy,11,0,600,0,1180,0
2022-05-17,Tuesday,cloudy,16,0,600,0,871,0
2022-05-18,Wednesday,cloudy,15,0,600,0,1364,0
2022-05-19,Thursday,sunny,7,0,500,0,2122,0
2022-05-20,Friday,cloudy,12,0,500,1,1934,0
2022-05-21,Saturday,cloudy,10,1,700,0,2543,1
2022-05-22,Sunday,sunny,12,1,700,0,3632,1
2022-05-23,Monday,rainy,10,0,800,0,136,0
2022-05-24,Tuesday,sunny,8,0,600,0,1293,0
2022-05-25,Wednesday,sunny,5,0,600,0,835,0
2022-05-26,Thursday,cloudy,5,0,700,0,1208,0
2022-05-27,Friday,cloudy,16,0,800,0,1596,0
2022-05-28,Saturday,rainy,7,1,600,1,3652,1
2022-05-29,Sunday,cloudy,13,1,600,0,1352,0
2022-05-30,Monday,sunny,8,0,800,1,2249,0
2022-05-31,Tuesday,sunny,13,0,800,0,2101,0
2022-06-01,Wednesday,snowy,24,0,600,0,955,0
2022-06-02,Thursday,snowy,19,0,700,0,772,0
2022-06-03,Friday,cloudy,18,0,600,0,1755,0
2022-06-04,Saturday,cloudy,21,1,600,1,2586,1
2022-06-05,Sunday,cloudy,26,1,800,0,2413,0
2022-06-06,Monday,snowy,22,0,800,1,2384,0
2022-06-07,Tuesday,rainy,26,0,800,0,919,0
2022-06-08,Wednesday,rainy,27,0,700,0,1110,0
2022-06-09,Thursday,sunny,29,0,700,1,2430,0
2022-06-10,Friday,sunny,21,0,600,0,1944,0
2022-06-11,Saturday,snowy,21,1,500,1,2260,0
2022-06-12,Sunday,sunny,22,1,800,0,2745,1
2022-06-13,Monday,rainy,27,0,700,0,1140,0
2022-06-14,Tuesday,sunny,26,0,700,0,2053,0
2022-06-15,Wednesday,sunny,29,0,600,0,1869,0
2022-06-16,Thursday,cloudy,21,0,500,0,1701,0
2022-06-17,Friday,rainy,20,0,800,0,158,0
2022-06-18,Saturday,cloudy,28,1,700,0,2233,0
2022-06-19,Sunday,sunny,20,1,700,1,4261,1
2022-06-20,Monday,cloudy,27,0,800,0,1041,0
2022-06-21,Tuesday,sunny,28,0,600,0,1550,0
2022-06-22,Wednesday,sunny,24,0,500,0,1839,0
2022-06-23,Thursday,sunny,23,0,600,0,1415,0
2022-06-24,Friday,cloudy,22,0,600,0,532,0
2022-06-25,Saturday,sunny,29,1,600,0,3053,1
2022-06-26,Sunday,sunny,18,1,700,0,3025,1
2022-06-27,Monday,sunny,23,0,600,0,1641,0
2022-06-28,Tuesday,snowy,29,0,700,0,501,0
2022-06-29,Wednesday,cloudy,18,0,600,0,521,0
2022-06-30,Thursday,sunny,23,0,600,0,2092,0
2022-07-01,Friday,cloudy,24,0,800,0,678,0
2022-07-02,Saturday,cloudy,26,1,600,0,2067,0
2022-07-03,Sunday,cloudy,27,1,500,0,3256,1
2022-07-04,Monday,cloudy,28,0,700,0,1277,0
2022-07-05,Tuesday,sunny,20,0,600,0,1736,0
2022-07-06,Wednesday,cloudy,25,0,800,1,1513,0
2022-07-07,Thursday,cloudy,22,0,700,0,1539,0
2022-07-08,Friday,cloudy,26,0,800,0,1516,0
2022-07-09,Saturday,snowy,24,1,600,1,2304,0
2022-07-10,Sunday,snowy,25,1,800,0,972,0
2022-07-11,Monday,sunny,27,0,600,0,2155,0
2022-07-12,Tuesday,sunny,28,0,600,0,2377,0
2022-07-13,Wednesday,snowy,28,0,600,0,1237,0
2022-07-14,Thursday,sunny,26,0,800,0,2011,0
2022-07-15,Friday,sunny,26,0,600,0,2238,0
2022-07-16,Saturday,rainy,24,1,600,0,927,0
2022-07-17,Sunday,rainy,19,1,600,0,1267,0
2022-07-18,Monday,cloudy,26,0,700,0,534,0
2022-07-19,Tuesday,sunny,27,0,600,1,2515,1
2022-07-20,Wednesday,cloudy,28,0,700,0,1798,0
2022-07-21,Thursday,sunny,24,0,800,0,1786,0
2022-07-22,Friday,rainy,28,0,800,1,2373,0
2022-07-23,Saturday,rainy,20,1,800,0,2179,0
2022-07-24,Sunday,sunny,20,1,800,1,3725,1
2022-07-25,Monday,rainy,25,0,500,1,1393,0
2022-07-26,Tuesday,sunny,24,0,700,0,2569,1
2022-07-27,Wednesday,cloudy,24,0,700,0,812,0
2022-07-28,Thursday,sunny,28,0,500,0,2213,0
2022-07-29,Friday,sunny,27,0,700,0,1485,0
2022-07-30,Saturday,sunny,26,1,500,0,2416,0
2022-07-31,Sunday,cloudy,18,1,700,0,2431,0
2022-08-01,Monday,cloudy,26,0,600,0,796,0
2022-08-02,Tuesday,cloudy,26,0,500,0,1598,0
2022-08-03,Wednesday,cloudy,25,0,700,0,1748,0
2022-08-04,Thursday,sunny,19,0,800,0,2035,0
2022-08-05,Friday,cloudy,18,0,800,0,1007,0
2022-08-06,Saturday,sunny,19,1,500,0,2466,0
2022-08-07,Sunday,rainy,20,1,500,0,1868,0
2022-08-08,Monday,sunny,19,0,500,0,889,0
2022-08-09,Tuesday,cloudy,28,0,700,0,1533,0
